,u,v,adamic_adar
165424,Muslim fundamentalists,rubella,0.333808200695
165439,Muslim fundamentalists,Amish,1.05515572114
165451,serogroup C,serogroup B,0.417032391424
165455,serogroup C,serogroup Y,0.417032391424
165548,serogroup B,serogroup Y,0.417032391424
165650,preventable disease,true cause of autism,0.910239226627
165653,preventable disease,childhood mortality,0.261189256564
165654,preventable disease,Eagle Mountain International Church,0.261189256564
165658,preventable disease,vaccination,0.261189256564
165669,preventable disease,funds,0.258317766807
165670,preventable disease,Robert F. Kennedy Jr.,0.258317766807
165672,preventable disease,link,0.258317766807
165680,preventable disease,interventions,0.261189256564
165683,preventable disease,vaccinated individuals,0.258317766807
165686,preventable disease,health care,0.258317766807
165688,preventable disease,Netherlands Reformed Congregation,0.261189256564
165691,preventable disease,autism,0.258317766807
165694,preventable disease,SB 277,0.258317766807
165700,preventable disease,immunity,0.519507023372
165712,preventable disease,religious groups,0.258317766807
165720,preventable disease,immune protection,0.261189256564
165744,children with cancer,childhood mortality,0.267546386419
165749,children with cancer,outbreaks,0.65741763167
165770,children with cancer,interventions,0.389871245251
165775,children with cancer,sibling,0.267546386419
165779,children with cancer,social norms,0.267546386419
165802,children with cancer,religious groups,0.267546386419
166167,whooping cough vaccine,Tdap vaccine,0.480898346963
166205,vaccine,HPV vaccine,1.92359338785
166271,Cervarix,health benefits,0.389871245251
166306,Cervarix,boys,0.903769587621
166395,Jill Hennessy,Early Childhood Australia,0.558110626551
166442,world,vaccination,0.417032391424
166457,world,complications,0.417032391424
166478,world,religious groups,0.389871245251
166500,world,overseas,0.389871245251
166687,carrier,outbreaks,0.303413075542
166741,carrier,serogroups,0.303413075542
166860,mouth,HPV vaccine,0.62133493456
166952,deafness,loss of limb,0.62133493456
167207,childhood mortality,interventions,0.261189256564
167210,childhood mortality,sales,0.333808200695
167214,childhood mortality,Eagle Mountain International Church,0.261189256564
167220,childhood mortality,health benefits,0.333808200695
167223,childhood mortality,outbreaks,0.267546386419
167237,childhood mortality,immunity,0.261189256564
167242,childhood mortality,social norms,0.267546386419
167257,childhood mortality,religious groups,0.267546386419
167264,childhood mortality,sibling,0.267546386419
167267,childhood mortality,Netherlands Reformed Congregation,0.261189256564
167268,childhood mortality,immune protection,0.261189256564
167279,Eagle Mountain International Church,interventions,0.261189256564
167280,Eagle Mountain International Church,money,0.30692767643
167295,Eagle Mountain International Church,vaccination,0.261189256564
167297,Eagle Mountain International Church,religious beliefs,0.389871245251
167299,Eagle Mountain International Church,SB 277,0.30692767643
167301,Eagle Mountain International Church,autism,0.30692767643
167310,Eagle Mountain International Church,immunity,0.261189256564
167320,Eagle Mountain International Church,time,0.30692767643
167330,Eagle Mountain International Church,religious groups,0.30692767643
167339,Eagle Mountain International Church,Netherlands Reformed Congregation,0.261189256564
167340,Eagle Mountain International Church,immune protection,0.261189256564
167367,one child,vaccination,0.62133493456
167425,health benefits,sales,0.333808200695
167434,health benefits,autism,0.480898346963
167459,health benefits,preventing cancer,0.3001016285
167462,health benefits,HPV infection,0.3001016285
167466,health benefits,boys,0.689972873752
167487,health benefits,Tdap vaccine,0.3001016285
167557,vaccination,interventions,0.651060501816
167562,vaccination,evidence,0.389871245251
167566,vaccination,Netherlands Reformed Congregation,0.261189256564
167569,vaccination,driving factors,0.360673760222
167577,vaccination,vaccine requirements,1.44269504089
167582,vaccination,immunity,0.261189256564
167585,vaccination,rubella,0.333808200695
167598,vaccination,Amish,0.955143135255
167610,vaccination,immune protection,0.261189256564
167612,vaccination,complications,0.417032391424
167616,vaccination,overseas,0.480898346963
167621,outbreaks,interventions,0.389871245251
167628,outbreaks,sibling,0.267546386419
167651,outbreaks,rubella,0.333808200695
167653,outbreaks,social norms,0.267546386419
167664,outbreaks,Amish,0.333808200695
167681,outbreaks,serogroups,0.303413075542
167685,religious beliefs,sense of urgency,0.254334778144
167700,religious beliefs,autism,0.254334778144
167701,religious beliefs,driving factors,0.254334778144
167704,religious beliefs,SB 277,0.768233120514
167734,religious beliefs,friends,0.254334778144
167737,religious beliefs,peers,0.254334778144
167739,religious beliefs,scheduled appointment,0.254334778144
167740,religious beliefs,sexually active,0.254334778144
167742,religious beliefs,vaccine success,0.254334778144
167749,religious beliefs,Tdap vaccine,0.254334778144
167777,fast,HPV vaccine,0.558110626551
167825,early education,health care,0.333808200695
167830,early education,autism,0.333808200695
167837,early education,vaccine requirements,0.333808200695
167949,HPV vaccine,evidence,0.480898346963
167952,HPV vaccine,health care,0.434294481903
167967,HPV vaccine,sexually active,3.03489918466
167985,HPV vaccine,age 26,0.910239226627
168066,funds,vaccinated individuals,0.258317766807
168070,funds,health care,0.258317766807
168075,funds,autism,0.258317766807
168079,funds,SB 277,0.258317766807
168086,funds,immunity,0.258317766807
168097,funds,Robert F. Kennedy Jr.,0.258317766807
168101,funds,link,0.258317766807
168104,funds,religious groups,0.258317766807
168135,peers,autism,0.254334778144
168136,peers,driving factors,0.254334778144
168139,peers,SB 277,0.254334778144
168145,peers,sexually active,0.254334778144
168147,peers,sense of urgency,0.254334778144
168166,peers,friends,0.254334778144
168170,peers,scheduled appointment,0.254334778144
168172,peers,vaccine success,0.254334778144
168179,peers,Tdap vaccine,0.254334778144
168211,boys,preventing cancer,0.3001016285
168213,boys,HPV infection,0.3001016285
168236,boys,Tdap vaccine,0.3001016285
168242,link,vaccinated individuals,0.258317766807
168246,link,health care,0.258317766807
168251,link,autism,0.258317766807
168255,link,SB 277,0.258317766807
168262,link,immunity,0.258317766807
168273,link,Robert F. Kennedy Jr.,0.258317766807
168278,link,religious groups,0.258317766807
168296,reassurance,money,0.417032391424
168341,reassurance,immune protection,0.417032391424
168432,fraud,former gastroenterologist,0.910239226627
168472,vaccine success,autism,0.254334778144
168473,vaccine success,driving factors,0.254334778144
168476,vaccine success,SB 277,0.254334778144
168482,vaccine success,sexually active,0.254334778144
168484,vaccine success,sense of urgency,0.254334778144
168499,vaccine success,friends,0.254334778144
168503,vaccine success,scheduled appointment,0.254334778144
168511,vaccine success,Tdap vaccine,0.254334778144
168564,childcare rebate,adults,0.434294481903
168641,Pan American Health Organization,rubella,0.910239226627
168677,money,autism,0.30692767643
168680,money,SB 277,0.30692767643
168695,money,time,0.30692767643
168701,money,religious groups,0.30692767643
168707,money,immune protection,0.417032391424
168717,adults,evidence,0.328458738753
168720,adults,exist,0.328458738753
168768,interventions,Netherlands Reformed Congregation,0.261189256564
168782,interventions,immunity,0.261189256564
168802,interventions,immune protection,0.261189256564
168810,vaccine debate,evidence,0.721347520444
168842,vaccine debate,religious groups,0.721347520444
168901,vaccinated individuals,health care,0.258317766807
168906,vaccinated individuals,autism,0.258317766807
168910,vaccinated individuals,SB 277,0.258317766807
168917,vaccinated individuals,immunity,0.258317766807
168928,vaccinated individuals,Robert F. Kennedy Jr.,0.258317766807
168931,vaccinated individuals,religious groups,0.258317766807
168945,evidence,exist,0.328458738753
168974,evidence,religious groups,0.721347520444
168980,evidence,immune protection,0.558110626551
169006,sibling,social norms,0.267546386419
169016,sibling,religious groups,0.267546386419
169032,health care,autism,0.592125967503
169036,health care,SB 277,0.258317766807
169039,health care,vaccine requirements,0.333808200695
169043,health care,immunity,0.258317766807
169054,health care,Robert F. Kennedy Jr.,0.258317766807
169057,health care,religious groups,0.258317766807
169175,social norms,religious groups,0.267546386419
169191,education,SB 277,1.44269504089
169224,autism,driving factors,0.254334778144
169225,autism,sibling with autism,0.558110626551
169227,autism,SB 277,1.33347856375
169230,autism,vaccine requirements,0.333808200695
169231,autism,role,0.721347520444
169233,autism,sexually active,0.254334778144
169234,autism,immunity,0.258317766807
169235,autism,sense of urgency,0.254334778144
169242,autism,time,0.30692767643
169245,autism,Robert F. Kennedy Jr.,0.258317766807
169248,autism,religious groups,0.565245443237
169250,autism,friends,0.254334778144
169253,autism,scheduled appointment,0.254334778144
169255,autism,environmental trigger,0.417032391424
169258,autism,Tdap vaccine,0.254334778144
169312,preventing cancer,HPV infection,0.3001016285
169327,preventing cancer,Tdap vaccine,0.3001016285
169362,SB 277,driving factors,0.254334778144
169367,SB 277,sexually active,0.254334778144
169368,SB 277,immunity,0.258317766807
169369,SB 277,sense of urgency,0.254334778144
169375,SB 277,time,0.30692767643
169378,SB 277,Robert F. Kennedy Jr.,0.258317766807
169381,SB 277,religious groups,1.4102363018
169383,SB 277,friends,0.254334778144
169386,SB 277,scheduled appointment,0.254334778144
169391,SB 277,Tdap vaccine,0.254334778144
169512,driving factors,sexually active,0.254334778144
169514,driving factors,sense of urgency,0.254334778144
169528,driving factors,friends,0.254334778144
169531,driving factors,scheduled appointment,0.254334778144
169536,driving factors,Tdap vaccine,0.254334778144
169540,sexually active,sense of urgency,0.254334778144
169547,sexually active,HPV infection,0.889414095217
169554,sexually active,friends,0.254334778144
169557,sexually active,scheduled appointment,0.254334778144
169562,sexually active,Tdap vaccine,0.254334778144
169563,immunity,Netherlands Reformed Congregation,0.261189256564
169564,immunity,expected,0.62133493456
169574,immunity,Robert F. Kennedy Jr.,0.258317766807
169577,immunity,religious groups,0.258317766807
169583,immunity,immune protection,0.261189256564
169626,sense of urgency,friends,0.254334778144
169629,sense of urgency,scheduled appointment,0.254334778144
169634,sense of urgency,Tdap vaccine,0.254334778144
169647,rubella,Amish,0.333808200695
169654,rubella,Tdap vaccine,0.721347520444
169749,HPV infection,Tdap vaccine,0.3001016285
169797,religious groups,time,0.30692767643
169798,religious groups,Robert F. Kennedy Jr.,0.258317766807
169803,religious groups,overseas,0.870769592214
169832,friends,scheduled appointment,0.254334778144
169839,friends,Tdap vaccine,0.254334778144
169863,scheduled appointment,Tdap vaccine,0.254334778144
169870,Netherlands Reformed Congregation,immune protection,0.261189256564
